适合	9861
朋友	9841
每个	9839
觉得	9830
照片	9823
算	9785
少	9730
以前	9652
及时	9644
新疆	9613
退回来	9597
地方	9585
没货	9578
搞	9537
加入	9485
纸巾	9478
可是	9464
肉	9460
买一送一	9368
不发	9356
手	9346
但	9339
第二款	9250
45471763191	9211
破损	9196
小二帮	9170
亲是	9115
盒子	9071
基本	9047
只是	9009
算了	9008
未	9006
一天	8942
00	8938
推荐	8929
送到	8925
发错	8915
破	8907
员	8869
本来	8843
以外	8843
韵	8818
收	8817
刻字	8802
金额	8763
下午	8748
纸皮	8695
派送	8675
送点	8665
不然	8631
上海	8619
承担	8600
521521942026	8598
捏	8583
坏果	8571
问问	8560
同意	8560
一组	8557
两天	8548
估计	8542
老	8494
能发	8488
刷新	8476
发顺丰	8468
碎	8441
同款	8437
拦截	8433
那里	8388
无	8367
别	8339
双十	8289
谢谢您	8287
过来	8278
回来	8264
茶叶	8247
第一	8212
优惠卷	8210
贵	8201
发了	8137
为准	8128
期间	8108
好像	8047
三包	8043
发韵	8029
任何	7976
优惠价	7969
红	7962
先买	7960
祝您	7933
发给	7893
评价	7888
查	7862
以内	7817
236	7773
长度	7747
399	7744
中	7736
叫	7733
进入	7720
1820	7716
急	7639
怕	7636
走	7636
茶具	7610
促销	7586
个人	7562
重拍	7526
告诉	7518
下面	7510
亲发	7504
厚	7489
两盒	7486
掌柜的	7473
粽	7460
一把	7460
零食	7437
感觉	7430
客户	7428
18	7358
五元	7333
最好	7324
选	7322
有些	7306
工厂	7298
换购	7270
生	7249
赠送	7220
299	7216
拆开	7177
帮忙	7175
快递费	7173
打电话	7159
为	7155
39	7144
花茶	7096
袋装	7086
一种	7080
日	7071
这些	7037
茶盘	7036
那亲	7017
参加	7015
弄	7002
沾水	6994
外面	6994
有货	6985
ems	6976
薄	6971
晚上	6964
肉松	6955
以	6954
家里	6927
全部	6898
添加	6883
她	6833
屹茗堂	6832
咋	6820
拒签	6807
2020	6780
顺丰	6776
留言	6761
差	6759
手机	6749
200	6724
今年	6710
两袋	6709
檀木	6687
影响	6676
50	6675
非常	6674
当	6670
邮	6664
指	6652
后天	6627
是从	6618
九	6616
名	6613
理由	6613
以为	6589
柔软	6584
85	6581
一件	6575
520401029636	6573
三个	6566
圆通	6564
最晚	6563
茶巾	6545
被	6544
运输	6502
82	6500
一分	6490
五包	6476
发申通	6463
五斤	6455
就要	6452
高	6450
360g	6417
销量	6414
下班	6411
共	6399
合作	6382
第一次	6357
补偿	6353
到底	6353
亲有	6352
不送	6347
颜色	6343
没法	6343
看不到	6339
先拍	6336
开果器	6324
528941799061	6300
袜子	6297
生产	6283
缺货	6277
起来	6269
组送	6258
巨大	6257
即	6243
买点	6228
点前	6181
真空包装	6132
二份	6120
个装	6116
老客户	6106
更新	6105
一分货	6081
刻	6069
屁屁	6061
早点	6042
别人	6039
直径	6030
厚度	6030
担心	6026
枣子	6014
口感	5989
盖子	5947
减价	5928
好多	5923
546487395690	5910
拍照	5894
那款	5892
是否	5890
黄色	5889
点击	5855
全棉	5855
店里	5854
当时	5837
啥时候	5836
发过来	5810
消息	5809
同事	5784
24	5774
1kg	5771
提供	5760
反应	5747
婴儿	5742
哪种	5730
检查	5714
更好	5708
旺旺	5707
618	5704
主要	5699
查看	5691
一是	5681
忘记	5680
各	5678
棉	5630
折	5629
原来	5625
17	5609
一批	5598
货再	5598
孩子	5593
真	5592
险	5583
无法	5582
明白	5577
套餐	5569
开心	5567
块钱	5564
双	5563
真是	5530
单片	5513
理解	5508
拍个	5502
545468795743	5502
地区	5496
冲	5490
几颗	5490
浙江省	5478
荧光	5468
怎么回事	5457
后面	5456
亲看	5434
售后	5433
上班	5431
现象	5413
本身	5391
一片	5372
有人	5367
准备	5367
直销价	5349
我查	5341
就行了	5336
灰枣	5324
先验	5318
点后	5305
若	5302
湿纸巾	5292
券	5287
事情	5283
换成	5271
亲到	5261
60	5249
笔	5245
买过	5241
内蒙古	5206
陈货	5201
不锈钢	5167
海南	5165
小二	5164
前面	5164
太慢	5154
成功	5151
259	5141
要求	5128
礼物	5120
盖	5117
我发	5116
三件套	5115
看下	5109
一罐	5101
加班加点	5063
哟	5061
早上	5048
忘	5047
无妨	5036
种	5027
库存	5026
谁	5023
取件	5022
59	5014
另	4998
两组	4989
平时	4984
没到	4983
好点	4974
新生儿	4972
520	4963
派件	4955
改成	4945
OK	4935
恩恩亲	4928
发现	4928
加厚	4909
部分	4905
财务	4900
最大	4891
同一	4888
不够	4885
节	4844
=	4843
三天	4831
账号	4826
罐	4823
一年	4821
进去	4806
169	4786
可不可以	4767
质量保证	4765
偶尔	4763
23	4750
抬头	4738
纸张	4736
好用	4733
40	4726
没关系	4715
宁夏	4697
评论	4697
像	4686
546838661718	4686
外包装	4663
300	4662
放假	4662
期待	4659
“	4658
小本生意	4652
除了	4652
单独	4650
明后天	4647
懂	4643
”	4635
洗	4625
找到	4623
撬	4599
普通	4588
西藏	4587
一支	4584
有个	4580
大包	4565
那好	4551
青海	4545
总共	4543
自行	4537
介绍	4537
样子	4536
带来	4532
如何	4527
纸箱	4524
不想	4522
夏威夷	4512
投诉	4490
真诚	4484
坏掉	4480
多送	4475
发到	4473
手机号	4458
久	4455
ok	4455
稍等一下	4453
预售	4446
右上角	4441
SHOPNAME	4441
两次	4435
没发	4427
开发票	4420
吸水	4411
贴	4403
享受	4402
开口	4397
领券	4391
低	4386
独立	4386
干湿	4374
些	4364
每次	4333
果	4328
赶紧	4321
快乐	4307
109	4304
回	4302
软	4300
559	4296
我会	4294
与	4287
正确	4276
89	4274
冷藏	4270
根本	4269
核桃壳	4263
组	4262
字	4249
正品	4247
丢件	4244
买家	4241
造成	4237
周三	4218
薄如纸	4217
注意	4207
两件	4206
结果	4195
查下	4193
呐	4193
三份	4192
收不到	4186
半价	4185
黑檀木	4181
差评	4173
来看	4173
发个	4171
送人	4162
绝不	4157
食用	4154
恩好	4142
月份	4130
翻炒	4129
接收	4114
提前	4096
为啥	4085
剂	4077
及	4070
人家	4064
寄回	4049
赠	4040
挺	4034
黑	4028
看见	4023
538405926243	4010
经常	4007
发走	4007
499	4006
领导	4003
洗衣	3999
527658979000	3991
品尝	3980
尝尝	3977
甜	3976
2016	3975
反正	3971
幸福	3959
实惠	3949
速度	3948
干巾	3943
门槛	3935
等到	3924
最低价	3919
建议您	3895
出库	3894
卷	3881
改不了	3874
说话	3871
恢复	3867
26	3862
每一秒	3845
拍好	3838
农副产品	3834
来不及	3829
性价比	3825
79	3825
最新	3791
圆头	3789
我刚	3785
向	3784
小二晒	3763
手口	3762
北京	3760
结算	3758
寄过来	3754
哈哈	3747
16cm	3741
红包	3737
必须	3737
还会	3727
针	3724
所有	3712
放在	3711
湿	3710
事	3709
棉签	3706
蜜枣	3695
天然	3692
下送	3690
或	3684
包装袋	3669
抢	3644
现货	3641
张	3639
屁股	3634
垫付	3628
店家	3624
好不好	3622
乳垫	3601
端午	3597
查询	3597
关闭	3594
799	3593
2017	3592
天内	3578
送个	3576
去年	3576
发生	3562
其它	3559
偏远地区	3559
我家	3558
检测	3556
就行	3553
晚	3548
别家	3541
喔	3541
呵呵	3533
香味	3528
权限	3523
多大	3516
毛	3513
回去	3506
就算	3499
耽误	3499
90	3488
此外	3484
翘	3475
谅解	3467
填	3465
ID	3453
江浙沪	3453
难免	3429
吸水性	3426
内有	3424
设置	3424
每包	3423
丢	3412
长	3409
忙	3401
为了	3400
绿色	3398
器	3395
加急	3393
稍微	3390
养壶	3390
以上	3384
没用	3375
枣	3373
亲用	3371
免	3366
路上	3364
发中通	3358
包邮除	3353
哎	3344
比例	3342
对不起	3338
破坏	3336
内发	3327
解决	3323
星期	3321
怎样	3320
限量	3308
好处	3305
退回去	3304
密封	3302
近期	3294
损耗	3287
一次性	3283
大约	3277
急件	3275
多多	3266
愉快	3263
降到	3257
礼盒装	3252
果率	3250
奶香	3235
159	3234
1000	3232
人员	3232
回家	3227
块状	3226
杭州	3223
买来	3223
保证质量	3222
卖家	3221
附上	3219
字体	3218
‘	3214
一块	3214
上午	3212
哇	3212
并	3210
纸写	3203
寄出	3203
说好	3201
了解	3194
牌子	3187
一条	3186
19	3183
口水	3180
优惠价格	3177
几粒	3173
晕	3169
13	3161
套	3153
撬下来	3149
干是	3144
订	3143
29	3142
最后	3138
什么样	3129
免邮	3128
类似	3126
图	3122
冰箱	3122
超出	3117
保持	3110
木	3109
小包装	3108
这么久	3107
神奇	3107
几次	3104
垫	3102
饼	3096
安全	3071
河南	3070
三	3065
一套	3062
等等	3060
冷冻	3045
发来	3043
写错	3043
四个	3042
小二补	3034
好好	3027
起	3020
亲买	3019
干嘛	3017
说明	3015
吃不完	3012
那天	3006
哪家	3004
那样	3004
咨询	2989
确实	2983
一半	2952
第二次	2944
531512037226	2940
生活	2934
名字	2932
反馈	2931
红色	2923
两	2914
俩	2911
没事儿	2910
展开	2906
加大	2903
后台	2900
配货	2899
538751939941	2898
55	2897
正在	2896
将	2895
正好	2894
属于	2890
大量	2888
69	2884
44049205937	2883
做生意	2880
该	2878
记录	2874
14	2874
孕妇	2873
带盖	2871
几号	2869
因	2867
连	2866
微	2863
降价	2855
加上	2852
开票	2838
27	2832
主管	2831
改过	2830
手工	2829
够	2806
一会	2800
江苏	2800
支	2794
一单	2793
出现	2789
白茶	2783
二合一	2779
手感	2770
揽件	2769
过程	2769
不足	2763
599	2761
易	2759
怎么弄	2750
品牌	2749
logo	2748
答复	2745
用来	2745
销售	2744
新品	2740
淘	2738
22	2737
收据	2733
包是	2725
剩下	2724
冻干	2714
整套	2714
操作	2709
单个	2707
打算	2706
⊙	2700
退换	2700
时代	2689
漏发	2688
一元	2685
168	2684
换个	2681
减掉	2674
小二给	2672
转	2664
优点	2662
白天	2658
表白	2651
山东	2647
拿到	2646
啥意思	2646
送货	2645
账户	2644
更改	2638
550995848415	2637
买好	2632
547665361968	2625
净重	2623
咱们	2621
个头	2620
生意	2619
多次	2614
要么	2614
下亲	2612
弄错	2601
品质	2600
陆续	2595
继续	2593
有限公司	2587
几袋	2584
28	2583
去掉	2580
误差	2578
每天	2573
擦屁股	2570
发给你	2568
非	2565
拍照片	2558
后来	2538
七天	2533
剥	2531
后续	2530
好久	2530
测量	2528
选项	2528
特别	2527
分别	2527
没错	2526
即可	2525
组合	2523
尾款	2516
过期	2511
广东	2510
我用	2498
优先	2497
久等	2489
漏气	2488
远	2484
领卷	2482
谢	2479
其实	2479
费	2479
统一	2463
长期	2463
预计	2458
号码	2455
较	2454
第二件	2445
收走	2444
亲说	2442
查不到	2432
天气	2424
分钟	2420
茶盒	2412
随便	2411
瑕疵	2410
网上	2409
再说	2409
不敢	2406
送亲	2404
变	2401
嗎	2400
亲退	2399
达到	2399
哪些	2390
加热	2389
定金	2379
提	2377
38	2376
没人	2375
收件人	2372
六包	2371
咸	2370
那要	2365
费用	2365
发吧	2362
干吗	2355
96	2354
换货	2352
聊天记录	2351
回答	2344
三件	2341
领了	2340
３	2339
搞错	2335
亲先	2333
省	2329
最快	2328
尝	2323
536534099634	2322
普洱茶	2321
中午	2320
年货	2315
洗脸	2314
二次	2312
单包	2309
端午节	2307
不多	2307
样品	2306
急用	2304
普洱	2296
讲	2292
小孩	2290
休息	2285
亲好	2284
再次	2283
定制	2279
543526374545	2276
之类	2273
上调	2273
119	2270
皂	2265
品种	2258
次	2254
油	2253
付钱	2248
棉花	2239
68	2236
厘米	2236
阿	2227
重	2221
太小	2214
时效	2210
途中	2210
75	2209
难道	2207
恩恩好	2205
优惠活动	2205
檀	2204
名称	2204
前天	2204
絮	2203
奥	2202
核桃仁	2201
只发	2193
45	2192
开心果	2187
酸	2185
第一个	2185
话	2183
看亲	2182
试下	2180
一家	2179
类	2177
棉柔	2175
能否	2164
促销价	2159
118g	2159
信号	2155
封口	2153
十元	2150
根据	2149
名单	2146
买个	2142
行不行	2139
定	2137
漏	2136
以下	2135
保守	2134
359	2127
两箱	2127
货到	2126
太多	2123
每人	2113
电脑	2112
派件员	2112
裂开	2111
含	2108
公斤	2104
多长时间	2100
光顾	2099
好了吗	2097
晚点	2097
盒装	2095
柔巾	2089
试试看	2088
规格	2087
周一	2086
经过	2085
参与	2084
１	2084
条	2081
在家	2078
500	2075
六个	2071
拍错	2070
刷	2062
上架	2058
对比	2056
热	2053
交易	2053
266	2052
我怕	2050
提醒	2047
成	2046
较大	2046
差别	2045
浴巾	2043
货后	2040
好看	2040
很快	2040
硬	2038
别忘了	2034
手动	2031
骏枣	2029
仔细	2027
成本	2024
17cm	2023
光临	2023
挑	2018
四包	2017
139	2014
84	2009
努力	2001
自理	2001
送来	1999
1cm	1998
到付	1998
530746013021	1997
防溢	1995
脸	1995
0	1994
条件	1994
层	1993
安吉	1992
确保	1992
六	1991
21	1989
详情页	1989
还好	1987
导致	1987
一只	1985
添加剂	1981
528108973179	1980
巴旦	1975
搭配	1975
’	1974
天猫	1968
同时	1967
它	1966
亲给	1965
两样	1960
安徽	1957
卖完	1954
绝对	1951
毕竟	1950
看行	1943
足	1942
反映	1941
服务	1934
同	1928
上报	1926
邮局	1926
118	1925
更加	1923
两单	1921
严重	1921
顺丰到	1920
一点点	1920
鲜肉	1919
送过来	1914
180	1913
取	1906
塑料盖	1905
回老家	1903
我能	1902
茶勺	1899
一个月	1898
唉	1898
400	1896
88	1894
太久	1890
188	1889
金币	1886
老人	1886
上涨	1884
亲改	1884
个别	1883
喝	1879
今明两天	1879
感谢	1878
批发	1878
45052230121	1874
失望	1874
关键	1873
一小包	1872
出去	1869
亲会	1869
零头	1863
530633947152	1861
看着	1859
65cm	1854
站点	1853
过敏	1853
五天	1851
279	1850
55cm	1849
亲们	1848
妈妈	1847
勺	1844
填写	1841
放心使用	1838
开袋	1836
05	1835
茶砖	1829
打折	1828
运单	1828
229	1824
倍数	1824
下来	1820
收货人	1820
肥皂	1819
作为	1815
麽	1815
矿泉水	1812
单笔	1812
规定	1808
骗	1804
食品	1803
不带	1802
多天	1802
呃	1799
送达	1799
手上	1794
偏爱	1793
柔软性	1792
明明	1784
紧张	1783
透明	1774
50g	1768
比较慢	1763
若羌	1762
钳子	1758
赚钱	1755
加工	1754
78	1750
出门	1749
群聊	1747
同一个	1747
．	1746
原汁原味	1746
劵	1738
死	1738
546812576133	1738
太贵	1737
天无	1736
再来	1735
请亲	1734
咋办	1734
几款	1733
打印	1733
等于	1729
进	1727
包装盒	1726
555185256661	1725
嘴	1724
利润	1720
几块钱	1720
同样	1717
当然	1711
用手	1708
内容	1706
做好	1705
549182321874	1705
o	1700
散装	1699
我想	1694
需	1694
tealove2015	1693
仅限	1692
免费	1689
有坏	1688
天到	1686
撤销	1685
进群	1684
考虑	1683
暴力	1682
昨晚	1682
一代	1679
花	1676
揽	1674
以及	1666
江西	1662
后期	1662
往	1662
复制	1656
立即	1656
气温	1656
179	1654
宣传	1654
连接	1654
基本上	1653
拆包	1653
停	1650
恩是	1647
通过	1644
图案	1643
效果	1638
几点	1638
十点	1637
改了	1636
葡萄干	1636
二小	1634
代收	1633
不变	1632
越	1632
拒绝	1628
这单	1625
四袋	1622
正规	1622
停发	1621
跑	1619
原料	1619
工具	1618
制作	1617
群	1616
万一	1616
拜托	1611
进行	1611
变成	1608
相信	1606
称	1606
价位	1605
关系	1604
如需	1603
尝试	1601
保存	1600
异常	1599
多钱	1598
明显	1593
好滴	1592
特殊	1589
标准	1587
方法	1587
实际	1586
会到	1581
公布	1581
536023110028	1580
全面	1577
头	1576
我下	1574
壶	1574
多重	1573
34	1573
穿	1571
拆过	1571
适中	1570
年底	1567
不如	1567
滴	1565
水分	1562
送给	1561
先发	1559
木头	1558
太大	1557
叠加	1555
快件	1554
炒制	1554
体谅	1550
第二个	1549
去取	1548
８	1548
心情	1546
一声	1546
问过	1546
半小时	1543
自提	1543
要不然	1542
不管	1537
增值税	1536
是因为	1534
368	1534
奶	1533
那些	1533
遇到	1530
款式	1528
亲帮	1527
倒	1527
囤货	1526
心意	1524
态度	1523
新款	1521
544768442780	1519
三盒	1515
扁	1512
即食	1509
粘	1505
我先	1505
姓名	1497
十包	1497
早就	1495
有聚	1494
3cm	1494
没用过	1494
纸盒	1492
老公	1492
询问	1490
我点	1489
大家	1489
四点	1487
错误	1484
得到	1482
发货单	1481
两把	1480
不停	1478
要加	1477
需要的话	1476
催过	1476
这批	1474
36	1474
学校	1472
批次	1471
都行	1470
一周	1467
大马	1467
L	1467
547279128207	1466
撒	1464
听	1463
几斤	1463
卫生巾	1462
保障	1462
五块	1461
上门	1460
４	1458
负责	1457
订单号	1456
实付	1455
算了吧	1452
全场	1451
对于	1448
不亲	1447
大人	1446
不含	1446
不算	1445
刀柄	1444
试用	1443
咱家	1441
很大	1440
正宗	1440
广州	1439
单买	1436
每份	1436
接到	1436
稳定	1433
前两天	1433
我付	1430
责任	1430
爱	1429
回购	1428
样板	1428
剩	1427
泡沫	1424
干净	1424
立马	1423
少发	1423
亲本	1418
一提	1418
小心	1415
河北	1414
多点	1414
总	1414
105	1413
那发	1408
拍下来	1408
退件	1407
码	1407
偏甜	1406
购物	1406
收费	1405
满减	1405
准确	1403
而已	1399
夏天	1394
时刻	1392
上去	1391
留	1390
减去	1387
任意	1387
额外	1384
这样的话	1383
咸鸭蛋	1382
天能	1381
储存	1380
三角	1379
那就好	1378
专用	1377
子	1377
看过	1376
唔	1375
饿	1374
寄给	1374
毛巾	1374
会以	1372
近	1372
柠檬	1371
湖南	1371
小二会	1371
高兴	1370
挑选	1370
诚信	1369
第二天	1368
单价	1367
损坏	1366
我领	1364
寄过去	1363
粽情	1361
设计	1361
支付	1361
抓紧	1358
待	1355
3Kg	1352
真空	1349
拿货	1348
70	1344
自取	1342
哈哈哈	1342
几	1341
口	1341
详细	1339
答应	1339
改个	1339
短	1336
明前	1335
549525955761	1334
发给您	1334
信誉	1332
邮寄	1331
礼	1329
140g	1326
扣	1323
扔	1323
延迟	1323
每组	1322
凑	1320
面单	1320
54	1320
２	1317
烂	1317
沟通	1317
小袋	1315
那送	1315
中间	1313
之内	1312
这包	1310
赔偿	1309
团购	1308
全是	1304
那行	1303
看好	1302
鼓励	1301
告知	1301
蛮	1300
每袋	1299
初八	1299
顺风	1298
预产期	1296
深圳	1293
挺好吃	1291
茶壶	1288
晚安	1288
满满	1286
卫生	1285
喽	1284
困扰	1284
完好	1284
各种	1283
更换	1283
30g	1282
商家	1282
那能	1278
合并	1277
不止	1277
退亲	1274
广西	1273
65	1271
亲能	1271
分量	1271
查到	1270
辛苦	1269
每盒	1269
用过	1268
木质	1265
查查	1264
一车	1262
单位	1260
送礼	1258
49	1258
500g	1257
76	1257
两罐	1256
试一下	1255
尽全力	1255
每种	1255
今天下午	1255
位置	1254
车	1254
尖	1253
赚	1250
一股	1249
还给	1248
不出意外	1248
皖	1247
递给	1247
本人	1245
退钱	1245
239	1244
那有	1244
回头客	1243
查收	1241
完全	1240
催哈	1240
我加	1240
批货	1238
02	1237
周年	1236
受潮	1235
转运	1232
常温	1231
到达	1230
浪费	1230
刚买	1228
几片	1226
黑檀	1222
开封	1221
纤维	1219
大点	1218
专人	1216
亲返	1216
亲送	1216
好些	1216
没什么	1215
小二送	1213
后会	1212
几张	1212
先给	1212
几盒	1209
亲自	1207
没减	1207
黄	1206
下架	1204
隔天	1203
金额满	1202
哦哦哦	1202
很小	1202
宁波	1202
苦	1202
多买	1201
554676601124	1200
晒图	1200
补给	1198
０	1196
买回来	1196
不太	1194
拿走	1193
力度	1193
五	1193
变化	1193
几种	1192
煮	1192
几份	1191
会发	1190
现	1190
天津	1189
节前	1189
淡淡的	1187
两条	1186
稍后	1186
就是说	1185
饱满	1184
鸭蛋	1183
液	1182
两块	1180
整箱	1179
消费者	1175
删除	1175
送货上门	1174
护理	1174
家买	1172
红茶	1172
９	1172
茶饼	1171
三元	1170
既然	1170
没改	1169
果肉	1168
亲亲的	1168
之间	1167
水	1166
×	1166
发掉	1166
洗手液	1163
说错	1162
咋样	1162
包括	1159
二个	1158
开发	1158
领完	1158
生意兴隆	1153
无所谓	1152
商量	1152
三种	1151
不退	1150
戳	1148
第二	1146
辽宁	1144
居然	1144
无语	1144
沒	1144
抢购	1143
从来	1140
全	1140
亏	1140
碰到	1140
2500g	1138
严实	1138
忽悠	1136
第二份	1133
人工成本	1132
这俩	1132
立刻	1131
茶叶罐	1131
四份	1131
妈	1130
抽纸	1130
为难	1130
160	1130
四盒	1129
分装	1128
能用	1126
清单	1126
533958573542	1125
白色	1124
多一点	1124
看错	1123
投递	1121
普票	1121
发霉	1120
到手	1118
退掉	1117
600	1117
没能	1116
纱布	1114
短信	1113
材料	1111
武汉	1110
价了	1110
不知	1110
有事	1107
由	1107
虽薄	1106
一瓶	1102
半个	1101
吖	1100
发送	1098
2015	1098
积压	1098
150	1098
登记	1097
140	1096
pp	1096
压碎	1095
扣除	1095
三年	1094
小点	1094
二组	1094
味纸	1092
今晚	1092
超	1091
愿意	1091
来回	1091
提示	1090
不收	1089
错过	1089
延长	1089
·	1088
福建	1088
存在	1084
